1012,UNJKW,2007
1055,COWU2,791
1063,OV1P9,737
1260,M6J9W,698
1675,C6TXL,689
1003,CZUZX,621
1113,TL4WZ,600
1318,W1ZMG,600
1616,QGK3S,593
1023,DWJC4,587
1238,A59HR,557
1452,3YDVF,529
1237,DMJ70,522
1213,M4TM4,517
1124,E3PAN,511
1112,LPLTZ,482
1795,4FT32,468
1177,7GQRJ,465
1216,536VK,463
1555,PWG2Z,463
1015,EMJ1S,462
1284,4X8P4,452
1272,SJ0ZD,446
1061,ZDSYK,432
1158,51OBI,413
1146,UQC6F,409
1151,MRE4J,402
1324,JCYBN,402
1484,2SVKS,398
1036,F90L2,391
1122,H87RV,381
1020,F79YP,379
1319,F7FQ5,372
1516,JJLXQ,361
1280,X05XH,349
1330,6TXTJ,349
1241,3SZO0,345
3880,5DCXM,345
1046,0TLU5,344
1067,20XCP,342
1436,4R4F9,339
1168,ZSVWE,323
1775,A9P11,321
1277,GB05L,319
1405,VHZUD,313
1545,W53F2,312
1572,2WKBS,312
1369,IRQZ4,311
1290,85WDI,303
1009,9STQJ,302
1109,KZOT8,301
1147,PO1N6,298
1068,JJ9FT,293
1069,23Y9E,293
1651,8LANJ,293
1268,LJ26I,291
1062,I36F2,286
1956,B87MU,285
1607,9Y7M0,284
1954,7TUN3,284
1386,29DS1,282
1464,CYAX0,279
1578,W14J3,279
1454,7Y2WS,278
1140,DLFQW,277
1081,IPVE6,274
1397,KS95Q,272
1002,68BRQ,270
1010,7IE9S,269
1419,GZN4P,267
1488,C7BXU,267
1054,IQNBU,264
1624,IFUHU,263
1271,5TPXK,259
1499,X9YT7,256
1304,KRX6I,255
1121,7QUXS,253
1533,ZUN8X,253
1297,WNBBE,251
1678,ZHY6C,247
1550,OGKA9,246
1406,X5TFY,241
1266,VGGTR,239
1095,M3SY1,238
1107,AM6EH,238
1197,JO2C3,237
1148,ABFD7,234
1842,2IA22,233
1154,DUV2Y,222
1276,OUC6J,221
1932,ZVTO4,218
1125,TU0A5,216
1049,LQ555,211
1066,6DCYD,211
1569,5S43J,211
1142,DUWYY,210
1701,XOII4,210
1285,UHKW8,208
1783,YRULF,208
4517,44RUE,208
1524,BW1M6,207
1460,QM3C8,206
1174,WKOLQ,205
1265,BLH3I,199
1889,8XU9Y,197
1551,WYFCJ,196
1680,W85U8,196
1568,FI2NX,194
1323,I1AQP,193
1257,OTA6Z,191
1427,CTN07,191
1960,7LJOW,191
2381,9QP7J,191
1480,6ED7U,189
1136,O3VWQ,187
1398,YXM33,187
1097,VKMQ4,185
1677,X59YE,182
1592,OEJ4F,180
1792,IQYAY,180
1188,XJLWY,179
1307,9J5RX,179
1382,N0D2P,179
1029,520UE,177
1445,XH98I,176
1074,68AG2,174
1181,BK9BM,174
4885,GHI2Q,174
1605,1IX2L,172
1156,1MR3E,166
1805,83SE2,165
2100,3PWIY,165
1100,1XG54,164
1379,0OZBT,164
1447,FUPBO,164
1096,UCK6F,163
1051,F64H7,162
1052,FZM7U,161
1529,62RSL,161
1038,RBNO8,160
1796,ERTYE,160
2014,F9JVE,160
1004,549KK,158
2151,KOF7U,158
1128,S4HQP,157
2585,93JH4,156
1013,KWDJZ,154
1823,NSGRM,154
1175,TZ8LC,153
1354,J8DD7,152
1094,14V9T,151
1933,HKLEU,151
1034,YIM6C,150
1153,81AIS,150
1166,KV45X,150
1668,B32W0,150
1032,3483Q,148
1332,0LCSZ,148
1466,EIX2K,147
1760,9XBLL,147
1239,I9SAW,146
2395,T619A,146
1502,3GTLH,145
1133,XQBTK,144
1353,67D07,144
1453,IYY6V,144
1522,GL84R,144
1766,G5878,144
1162,VWUC7,143
1321,WJSXR,142
1948,VCQMD,142
1184,SRKOW,141
1764,1AORX,141
2341,PFUQ1,141
1367,2NYLG,140
1172,6V2Q8,138
1772,DL5MU,138
1259,GQH4S,137
1824,U47J1,137
1855,360JS,137
1625,3CEPQ,136
1664,W8ANW,136
1582,TIE11,135
1227,8N1HN,134
1415,0PW5H,134
2344,Z1G08,134
1724,NDCX9,133
1127,280WP,132
1392,UN0SI,131
1412,LI0IX,131
1822,4J10Q,131
2350,BGRWC,131
2241,0DCAY,129
1232,B4KFE,127
2034,CLUON,127
2177,JXZLG,127
1575,4084G,126
2029,VXH0U,126
1199,2AJB5,124
2206,W6RZ8,124
