1007,Coffee,5471
1001,Bread,3325
1010,Tea,1435
1024,Cake,1025
1008,Pastry,856
1030,Sandwich,771
1009,Medialuna,616
1003,Hot chocolate,590
1005,Cookies,540
1033,Brownie,379
1014,Farm House,374
1006,Muffin,370
1016,Juice,369
1031,Alfajores,369
1021,Soup,342
1061,Scone,327
1060,Toast,318
1002,Scandinavian,277
1045,Truffles,193
1027,Coke,185
1074,Spanish Brunch,172
1015,Fudge,159
1078,Baguette,152
1004,Jam,149
1053,Tiffin,146
1013,Mineral water,136
1052,Jammie Dodgers,125
1073,Chicken Stew,123
1020,Hearty & Seasonal,107
1072,Salad,99
1019,Frittata,81
1023,Smoothies,77
1040,Keeping It Local,63
1056,The Nomad,58
1029,Focaccia,54
1063,Vegan mincepie,54
1058,Bakewell,48
1011,Tartine,47
1071,Afternoon with the baker,44
1041,Art Tray,38
1076,Extra Salami or Feta,38
1032,Eggs,28
1037,Granola,28
1080,Tshirt,21
1028,My-5 Fruit Shoot,18
1017,Ella's Kitchen Pouches,17
1081,Vegan Feast,16
1066,Crisps,14
1034,Dulce de Leche,13
1079,Valentine's card,13
1022,Pick and Mix Bowls,12
1049,Kids biscuit,12
1077,Duck egg,12
1025,Mighty Protein,11
1087,Christmas common,11
1094,Tacos/Fajita,11
1082,Postcard,10
1084,Chocolates,10
1068,Gingerbread syrup,9
1065,Muesli,8
1083,Nomad bag,8
1086,Drinking chocolate spoons ,8
1018,Victorian Sponge,7
1039,Empanadas,7
1085,Coffee granules ,7
1088,Argentina Night,7
1012,Basket,6
1035,Honey,6
1059,Lemon and coconut,6
1062,Crepes,6
1067,Pintxos,6
1089,Half slice Monster ,6
1064,Bare Popcorn,5
1069,Panatone,5
1092,Mortimer,5
1043,Bread Pudding,4
1051,Caramel bites,3
1070,Brioche and salami,3
1075,Raspberry shortbread sandwich,3
1091,Cherry me Dried fruit,3
1038,Fairy Doors,2
1042,Bowl Nic Pitt,2
1046,Chimichurri Oil,2
1048,Spread,2
1050,Siblings,2
1057,Hack the stack,2
1026,Chicken sand,1
1036,The BART,1
1044,Adjustment,1
1047,Bacon,1
1054,Olum & polenta,1
1055,Polenta,1
1090,Gift voucher,1
1093,Raw bars,1
##########,total number of items in dataset => ,20507
